Key	Value
{0}想要动脑筋如何更快地赈灾，可时间不等人，白白错过了许多灾民	{0} Berhenti sejenak dan berpikir bagaimana cara memberikan bantuan bencana dengan lebih cepat, namun korbannya malah semakin menumpuk.
众人把食物一抢而空，许多难民都拿到了食物。	Kerumunan itu merampas semua Makanan, banyak pengungsi yang berhasil mendapatkannya.
{0}准备将灵石分给灾民。	{0} bersiap untuk memberikan Batu Roh kepada pengungsi.
{0}准备将木头分给灾民。	{0} bersedia memberikan kayu kepada pengungsi.
{0}准备将石料分给灾民。	{0} bersiap memberikan Stone kepada pengungsi.
{0}看了一眼众弟子，让他们分头去帮助灾民。	{0} mengutus para Murid untuk membantu para pengungsi.
界间幻景·朱氏秘库	Ilusi Keretakan: Kamar Rahasia
贪婪之息：法宝从使用者上吸取灵力时加倍。	Breath of Greed: Artefak menyerap Qi dalam jumlah dua kali lipat dari penggunanya.
界间幻景·衰亡之世界	Rift Illusion: Dunia Bobrok
神秘洞穴对祭祀很满意，它实现了%s的愿望。	Gua misterius itu senang dengan Ritus yang dilakukan dan dengan demikian memenuhi keinginan %s.
金行之界：只有金属性的攻击能造成伤害。	Realm of Metal: Hanya serangan Metal yang dapat menimbulkan kerusakan.
[NAMA]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAMA]表明来意，想加入他们同行，也好交流心得，有个照应。对方略一思索，同意了你的要求。双方互相切磋心得，你觉得修为有了长足进步。	[NAMA] diam-diam melacak jejak murid-murid ini. Ditemukan bahwa ini adalah sekelompok murid batin{0} yang mendapatkan pengalaman.\n[NAMA] ingin bergabung dengan mereka, meskipun bertukar ide atau mengoordinasikan sesuatu juga tidak masalah. Yang lain merenung sejenak sebelum menyetujui permintaan Anda. Kedua belah pihak saling membantu dan anda merasa bahwa kultivasi telah meningkat secara signifikan.
木行之界：只有木属性的攻击能造成伤害。	Realm of Wood: Hanya serangan Kayu yang dapat menimbulkan kerusakan.
水行之界：只有水属性的攻击能造成伤害。	Realm of Water: Hanya serangan Air yang dapat menimbulkan kerusakan.
[NAMA]突然煞性勃发，散发出一股强烈的吸力，灵性交感下，众人灵气竟被夺走些许。不过虽然略微有损修行，但也借机窥视到灵根气脉运行的奥妙，获得许多参悟。	[NAMA] meletus dalam energi terkutuk, menyebabkan kekuatan menyedot ke arahnya. Di bawah Resonansi Qi, Qi orang-orang di sekitarnya tampaknya agak terkuras. Meski sedikit berbahaya bagi budidaya, mereka memperoleh Inspirasi dengan mengintip misteri di balik Akar Roh.
火行之界：只有火属性的攻击能造成伤害。	Realm of Fire: Hanya serangan Api yang dapat menimbulkan kerusakan.
{0}尝试安抚他们，展现了处世之道：“放肆，一个女人，怎么能由你们二人决定出路？让她自己做出选择。”那名女子一个都没有选，直接逃走了。两位公子哥十分憎恨{0}，但群众还是投来了赞许的目光。	{0} mencoba menenangkan mereka melalui pertunjukan keterampilan sosial: "Bagaimana bisa seorang wanita membiarkan kalian berdua mengambil keputusan untuknya? Biarkan dia yang memutuskan." Dia melarikan diri tanpa memilih. Keduanya marah{0}, tapi orang banyak sepertinya menyetujuinya.
{0}朝他们喊到：“强抢民女，有没有王法？”威慑力十足，他们二人被吓跑了。女子感谢了{0}，群众感到此处更加安定。	{0} teriak mereka: “Beraninya kalian! Menculik wanita di siang hari bolong ya?” Mereka berdua ketakutan. Gadis itu berterima kasih{0}, orang banyak merasa lebih aman tinggal di sini.
代{0}朝他们喊到：“强抢民女，有没有王法？”并摆出吓人的架势。“你是哪里来的，你可知道我是谁家的公子吗？”两人争吵继续进行，依靠{0}现在的武力无法威慑住他们。	{0} meneriaki mereka: “Beraninya kalian! Menculik wanita di siang hari bolong ya?” Dan melontarkan pose yang menakutkan. “Apa kamu tidak tahu siapa aku?” Pertengkaran berlanjut, begitu mengandalkan{0}'Kehebatannya tidak akan cukup untuk mengintimidasi mereka sekarang.
{0}对众人说：“你们都来做我们的信徒吧，从此再也不需要女人了。”但他们并不愿意，只想争夺这位女子。	{0} berkata kepada orang banyak: "Bergabunglah bersama kami dan kalian tidak memerlukan seorang wanita untuk bahagia." Namun mereka tidak bersedia, mereka hanya ingin menculik gadis ini.
{0}说：“她有什么好的？你们也太没眼光了吧。来修仙怎么样？”他们暂时对修仙并无兴趣，只想争夺这位女子。	{0} berkata: "Apa hebatnya dia? Kalian semua tidak punya penglihatan. Bagaimana kalau mencari Keabadian saja?" Mereka tidak tertarik mencari Keabadian, mereka hanya ingin menculik gadis ini.
{0}带了些食物。眼下他们吵得激烈，并不想吃。	{0} membawa beberapa Makanan. Mereka membuat keributan sehingga mereka tidak mau makan.
{0}带了些灵石，但他们不认识灵石。	{0} membawa beberapa Batu Roh, tetapi mereka tidak tahu apa itu.
{0}拿了根木棍，想要给他们两人一人一棒。他们被打跑了。	{0} mengambil tongkat, ingin menghajar mereka. Mereka kabur.
{0}拿了块石头，向其中一位砸了过去。他们十分害怕，再也不敢闹事了。但民众有点害怕。	{0} mengambil sebuah batu, dan melemparkannya ke salah satu dari mereka. Mereka ketakutan dan tidak berani membuat masalah. Namun kerumunan itu sedikit ketakutan.
土行之界：只有土属性的攻击能造成伤害。	Realm of Earth: Hanya serangan Bumi yang dapat menimbulkan kerusakan.
界间幻景·陋室	Ilusi Keretakan: Tempat Tinggal yang Rendah Hati
武道意志：非炼体修士能力大幅下降。	Martial Will: Pembudidaya non-fisik menjadi jauh lebih lemah.
界间幻景·欢愉之林	Ilusi Keretakan: Hutan Kegembiraan
[NAMA]生长过程中，根部突然有些隆起。竟然不知何时孕育出一些事物。	Ketika[NAMA] sedang tumbuh, akarnya tiba-tiba menonjol. Sepertinya sesuatu yang baru telah dipupuk olehnya dan sekarang telah berkembang sepenuhnya.
柔情蜜意：攻防能力下降，男性角色下降幅度加倍。	Cinta Manis: Mengurangi ATK dan DEF. Efek ganda untuk karakter pria.
界间幻景·永恒之宝库	Ilusi Keretakan: Harta Karun Abadi
[NAMA]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAMA]心生歹意，暗中凝聚杀招，发起偷袭。对方完全没有察觉祸从天降，被[NAMA]一招得手，全部丢掉了性命。	[NAMA] diam-diam melacak jejak murid-murid ini. Ditemukan bahwa ini adalah sekelompok murid batin{0} yang mendapatkan pengalaman.\n[NAMA] memendam niat buruk dan melancarkan serangan mendadak. Pihak lain tidak menyangka bahwa bencana bisa datang begitu tiba-tiba, mereka semua dilenyapkan dengan cepat[NAMA].
尊王禁令：移动速度，飞剑飞行速度，角色闪避下降，施法间隔提升。	Larangan Kaisar: Kecepatan Bergerak, Kecepatan Terbang Pedang, Peluang Doge Lebih Rendah, Cooldown Sihir Lebih Lama
[NAMA]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在下山历练。\n[NAMA]心生歹意，暗中凝聚杀招，想发起偷袭，但没想到对方早已发现，将计就计重创了[NAMA]。\n[NAMA]鲜血狂喷，勉强护住心脉，逃离战场。但这敌人并不打算放过[NAMA]，他们循着气息一路追来。	[NAMA] diam-diam melacak jejak murid-murid ini. Ditemukan bahwa ini adalah sekelompok murid batin{0} yang mendapatkan pengalaman.\n[NAMA] memendam niat buruk dan ingin melancarkan serangan mendadak, namun tidak menyadari bahwa pihak lawan sudah menyadari hal ini dan memberikan pukulan telak pada musuh.[NAMA]. \nAda cipratan darah dan itu saja[NAMA] yang bisa dilakukannya hanyalah melarikan diri dari medan perang. Sayangnya musuh tidak berencana membiarkannya[NAMA] pergi, maka mereka pun mengikuti jejak Qi.
界间幻景·九天冥河	Ilusi Keretakan: Sungai Orang Mati
绝灭生机：伤势在此地不会恢复。	Drainase Kehidupan: Cedera tidak bisa disembuhkan di sini.
[NAMA]施展神通，自%s中提取出其凝聚多年之玄妙精华。	[NAMA] merapal mantra, dan mengekstrak esensi dari %s yang telah terakumulasi di sana selama bertahun-tahun.
[NAMA]居然试图对镇派建筑意图不轨，整个门派震怒，必将严惩这无礼之行为。	Melihat[NAMA] memiliki niat buruk terhadap gedung sekte tersebut, semua orang di sekte tersebut sangat marah.
界间幻景·幽界凭所	Rift Illusion: Kelelahan Spectre
绝灵之地：根据灵气最大值持续损耗灵气。	Kematian Spiritual: Menghabiskan Qi secara terus menerus sesuai dengan Max Qi.
界间幻景·天池	Ilusi Keretakan: Kolam Malaikat
精神震慑：角色法宝，咒法，秘体攻击大幅下降。	Teror Pikiran: Sangat mengurangi artefak karakter, mantra, dan serangan tubuh rahasia.
冥冥之中有一人对[NAMA]说到：原来你就是有缘人！我的遗骨赐予你，希望你好好利用。	Sebuah suara tanpa tubuh berbicara[NAMA]: ""Jadi kamulah yang beruntung! Aku akan menyerahkan jenazahku padamu. Semoga Anda dapat memanfaatkannya dengan baik.""
其中没有任何回应。	Tidak ada tanggapan.
冥冥之中有一人对[NAMA]说到：故有宜果，其味如蜜。晾之檐上，以待佳期。此物味道甚好，分你一些。	Sebuah suara tanpa tubuh berbicara[NAMA]: ""Ada buah yang bagus, manis seperti madu. Tunggu musimnya, dan kami gantung di atas atap. Ini, nikmatilah beberapa buah-buahan lezat ini.””
冥冥之中有一人对[NAMA]说到：以静制动，以柔克刚。你看起来有点悟性，这枚天道神丹助你修行。	Sebuah suara tanpa tubuh berbicara[NAMA]: ""Gerakan balasan dengan keheningan, kekuatan dengan fleksibilitas. Anda seorang kultivator yang cerdas. Minumlah Pil Erudite untuk meningkatkan latihanmu.""
冥冥之中有一丝回应，似乎想让[NAMA]继续。	Sebuah suara tanpa tubuh menjawab, sepertinya mengharapkannya[NAMA] untuk melanjutkan.
失衡之界：只有无属性的攻击能造成伤害。	Realm of Undefinisi: Hanya serangan tanpa atribut elemen yang dapat menimbulkan kerusakan.
[NAMA]生长过程中，根部突然有些隆起，似乎在孕育什么。不过由于灵气不足，最终并没有孕育成功。	Ketika[NAMA] sedang tumbuh, akarnya tiba-tiba menonjol seolah-olah ada sesuatu yang tumbuh di sana. Namun Qi-nya tidak mencukupi, sehingga benda itu segera musnah.
{0}只是将部分石料分给灾民。	{0} berbagi sebagian Stone dengan para korban.
{0}抓了一些难民，把赈灾石料强行给他们，只有少数人拿了石料。	{0} menangkap beberapa pengungsi, menyodorkan Batu ke arah mereka, meskipun hanya sedikit yang mengambil beberapa.
{0}将石料放在路边，向群众喊道：“成为我们的信徒即可免费领石料！”虽然看起来像趁火打劫，但群众也管不了那么多了。	{0} letakkan Stone di pinggir jalan dan berteriak pada orang banyak: "Jadilah Pengikut dan kami akan memberimu Batu secara gratis!" Semua orang tahu bahwa mereka sedang dimanfaatkan, tetapi mereka semua menginginkan Stone.
虽然有人缺食物，但修建堤坝才是要紧的事情。	Beberapa orang tidak mempunyai cukup makanan, namun bendungan diperlukan.
但没人需要这些木头。	Tapi tidak ada yang membutuhkan kayu itu.
{0}号召弟子将石料直接用于修建防洪工程。	{0} meminta para Murid untuk menggunakan Batu itu untuk membangun bangunan pengendalian banjir.
界间幻景·静念道院	Rift Illusion: Pikiran yang Tenang
GameUlt.KillBoss(\"Bos_Panjang\", \"龙穴被毁\	GameUlt.KillBoss(\"Bos_Panjang\", \"Sarang Naga Hancur\"
沉默之禁：无法施展术法。	Silent Ban: Tidak dapat merapal mantra.
[NAMA]开了神奇符咒匣，取出其中的物件。	[NAMA] membuka Kotak Jimat Ajaib dan mengambil barang-barang yang ditemukan di dalamnya.
界间幻景·玄磁地穴	Ilusi Keretakan: Gua Magnetik
玄磁之禁：无法使用法宝。	Larangan Magnetik: Tidak dapat menggunakan artefak.
界间幻景·末日残响	Ilusi Keretakan: Panggilan Akhir
绝灵世界：无法回复灵气。	Dunia tanpa Qi: Tidak dapat memperoleh kembali Qi.
[acak_label=deskripsi_waktu,des_tempat,des_cuaca]，[nama]在突破瓶颈时，感悟到某种天地间的大道，这让[dia]感到此次突破的把握大了许多。	[acak_label=deskripsi_waktu,des_tempat,des_cuaca], [nama] kali ini benar-benar menerobos penghalang dan benar-benar dapat merasakan bahwa ada Hukum yang harus dipatuhi, yang dibuat[ENHIM] merasakan kemajuan yang cukup besar.
界间幻景·五极山之巅	Ilusi Keretakan: Puncak Gunung
[NAMA]长成之时，天地间金灵之气弥漫。	Ketika[NAMA] dikembangkan, Metal Qi berlimpah.
[NAMA]长成之时，天地间木灵之气弥漫。	Ketika[NAMA] dikembangkan, Wood Qi berlimpah.
[NAMA]长成之时，天地间水灵之气弥漫。	Ketika[NAMA] berkembang, Qi Air berlimpah.
[NAMA]长成之时，天地间火灵之气弥漫。	Ketika[NAMA] berkembang, Fire Qi berlimpah.
[NAMA]长成之时，天地间土灵之气弥漫。	Ketika[NAMA] berkembang, Qi Bumi berlimpah.
天地呼应之际，[NAMA]四周自然呈现出五行本源次第衍化的玄妙。灵性交感下，众人各有所悟。	Sementara langit dan bumi bekerja sama, misteri asal muasal kedua dari lima elemen muncul di sekitarnya[NAMA]. Di bawah berkah, setiap orang mengalami peningkatan pemahaman yang besar.
天地呼应之际，[NAMA]四周自然呈现出五行本源之道次第衍化的玄妙。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。	Sementara langit dan bumi bekerja sama, misteri turunan kedua Hukum sumber lima elemen muncul di sekitar.[NAMA]. Sayangnya tidak ada jiwa yang berkultivasi di dekatnya sehingga tidak ada yang bisa menangkapnya.
[NAMA]长成之时，天地间金灵之气暴涨，电闪雷鸣中，一场雷暴已然孕育而出。	Ketika[NAMA] berkembang, Metal Qi meledak dan badai petir yang luar biasa terbentuk.
[NAMA]长成之时，天地间木灵之气暴涨，一时间深藏地下的木气皆被引动，一场猛烈地瘴气降临了。	Ketika[NAMA] berkembang, Wood Qi berkembang pesat. Wood Qi naik ke bawah tanah dan racun turun.
[NAMA]长成之时，天地间水灵之气暴涨，瞬息间墨云翻卷，暴雨倾盆而下。	Ketika[NAMA] berkembang, Qi Air melonjak dan hujan lebat mulai turun.
[NAMA]长成之时，天地间火灵之气暴涨，热浪翻涌，一场焚风席卷而来。	Ketika[NAMA] berkembang, Fire Qi meledak dan Gelombang Panas serta Angin Foehn bermunculan.
[NAMA]长成之时，天地间土灵之气暴涨，一时间天昏地暗，一场巨大的尘暴凭空而生。	Ketika[NAMA] berkembang, Qi Bumi meledak dan Badai Debu bermunculan.
天地呼应之际，[NAMA]四周的五行本源规则瞬间暴乱。灵性交感牵连下，众人各有损伤。然而在暴乱的五行本源中参悟，却是难得的经历，众人亦大有所获。	Sementara langit dan bumi bekerja sama, aturan yang menjadi sumber lima elemen dilemparkan ke dalam kekacauan[NAMA]. Di bawah Empati spiritual, semua orang menderita kerugian. Namun di tengah kekacauan sumber lima elemen, dengan meditasi, keuntungan besar dapat diperoleh.
五行紊乱	Lima Elemen dalam Gangguan
天地呼应之际，[NAMA]四周的五行本源规则瞬间暴乱。虽然很有风险，但暴乱的五行本源亦是参悟良机。可惜附近并没有人修炼，无人抓到这一机会。	Sementara langit dan bumi bekerja sama, aturan yang menjadi sumber lima elemen dilemparkan ke dalam kekacauan[NAMA]. Meskipun cukup berisiko, kekacauan sumber Lima Elemen memberikan kesempatan yang baik untuk bermeditasi. Sayangnya tidak ada seorang pun di dekatnya yang terlibat dalam budidaya atau pelatihan, jadi tidak ada orang yang memanfaatkan kesempatan ini.
