Key	Value
始	Jarang
拳套	Sarung tangan
过期消息({0})	Pesan kedaluwarsa ({0})
迟迟没有护法降临,可能不会来了。	Penjaganya belum turun dan mungkin tidak akan datang ke sini.
没有地方可以放鱼了！	Tidak ada tempat untuk melepaskan ikan.
确定要对{0}施展吗？这将会导致它永远失去灵性。	Apakah Anda yakin ingin menggunakannya{0}? Hal ini akan menyebabkannya kehilangan Berkahnya selamanya.
大名鼎鼎	Terkenal
错误的存档，建议删除。	Penyimpanan ini salah. Kami menyarankan Anda menghapusnya.
门派ID>=500会带来未知的异常	ID Sekte>=500 akan menyebabkan masalah yang tidak diketahui.
神秘修行者	Penggarap Misterius
低级：{0}。\n	Dasar:{0}. \n
发呆	Menganggur
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	Sakit ({0:P0})\nMenerima kerusakan itu menyakitkan, dan ketika Rasa Sakit melebihi ambang batas tertentu, itu akan mempengaruhi Kesadaran.
正专心修行	Berkonsentrasi pada meditasi
认主这个秘宝吗？它将绑定{0}。	Klaim Artefak Warisan ini? Itu akan terikat pada jiwa{0}.
默认目标	Sasaran Bawaan
驻扎	Kamp
不能改变仙阵阵图	Tidak dapat mengedit rencana abadi.
交易后，可自由进出此门派所有地点。好感度越高，售价越低。如好感度跌到一般以下，将取消通行权。	Setelah berdagang, karakter dapat dengan bebas masuk dan keluar dari semua lokasi sekte ini. Semakin tinggi manfaatnya, semakin rendah harganya. Jika bantuan lebih rendah dari biasanya, akses tidak akan diberikan.
不适合或者已被占用	Tidak cocok atau ditempati.
在手工作业时，正感觉有点无聊	Melakukan kerajinan tangan; terasa sedikit bosan
[击杀模式]\n攻击目标，不死不休	[Kill mode]\nSerang target sampai mati.
不存在预览图！	Gambar pratinjau tidak ada!
{0}元	{0}CNY
{0}弟子	{0}Murid
新建阵图	Membuat
快捷键	tombol pintas
[color=#880000](丢失)[/color]	[color=#880000](Hilang)[/color]
类型或ID不能为空！	Jenis atau ID tidak boleh kosong.
最大年龄	Usia Tertua
门派名字不可空白。	Nama sekte tidak boleh kosong.
在移除工作时，正快乐的哼着小调	Menghapus sesuatu sambil menyenandungkan lagu ceria
发现新的地点：{0}	Lokasi Baru Ditemukan:{0}
很好，接下来你需要将后山的寒晶矿开采出来并熔炼成寒晶锭。熔炉就在矿山的旁边。	Bagus. Selanjutnya, Anda perlu menambang Bijih Kristal Es dari perbukitan dan meleburkannya ke dalam Batangan Kristal Es. Tungku berada di sebelah tambang.
将石头送人，或是拿起砖头。	Berikan batu kepada orang lain, atau ambil batu bata.
\n房间最小面积为4，最大面积为400	\nUkuran minimal sebuah ruangan adalah 4, maksimal 400.
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	Efek: {0:N2}%\nGelar: {1:N2}% ({4:N4})\nNyeri:{2}\nStatus:{3}\n{5}
(已成熟)	(Dewasa)
饮水	Minum
{0} 天道未选择，无法触发该天道!	{0}Dao Surgawi tidak dipilih, tidak dapat memicu Dao Surgawi ini!
\n[color=#FF4000]负荷超出阵枢承载会导致阵法消耗大幅提高，反之则下降。[/color]	\n[color=#FF4000]Jika bebannya lebih besar dari apa yang dapat ditangani oleh karakter pilar, biaya formasi akan meningkat secara drastis; jika tidak, itu akan berkurang.[/color]
[简介]	[Intro]
[关闭]	[Off]
拜师	Mentor
正专心的给伤员治疗	Berkonsentrasi pada penyembuhan yang terluka
当前进度:	Kemajuan:
[兽形态]\n变身成兽形态	[Beast]\nBeralih ke bentuk binatang
正在解压存档文件:{0}/{1}(此过程不消耗流量)	Mendekompresi Simpan File:{0}/{1}(proses ini tidak memakan data)
空间:{0}/{1}	Ruang angkasa:{0}/{1}
来自:{0}	Sumber:{0}
该内容中包含竹林深处(DLC)数据，未激活该DLC无法正常使用。	Konten ini berisi data dari DLC: Deep in the Bamboo forest dan tidak dapat digunakan tanpa DLC diaktifkan.
神修在心境为“空”时，心境只有在心绪低于50的情况下才会增加，心绪越低，增加速度越快。反之则会减少。	Ketika kondisi mental 'kosong', kondisi tersebut hanya akan meningkat jika tekanannya lebih rendah dari 50, karena tekanan yang lebih rendah berarti peningkatan yang lebih cepat. Jika tidak maka akan berkurang.
角色入玄成功	Tautan surga Sukses
已阅({0:N0})	Baca ({0:N0})
使用这个物品吗？	Apakah Anda ingin menggunakan barang ini?
空	Kosong
可控神民数量\n与心境层次有关。神民数量超出可控数量会导致怨气累加。	Populasi yang Dapat Dikendalikan\nTerkait dengan kondisi mental. Jika jumlah penduduk melebihi jumlah penduduk yang dapat dikendalikan, maka kebencian akan mulai terakumulasi.
[{0}][color=#66FF00](已参悟)[/color]\n{1}	[{0}][color=#66FF00](Belajar)[/color]\n{1}
农耕	Pertanian
{0}扩展包	{0}Paket Ekspansi
石头	Batu
不能传给这个角色	Tidak dapat memberikannya kepada karakter.
\n（需前往世界地图的任务列表里查看）	\n(Lihat Daftar Quest di peta)
弟子领命！	Ya, Guru!
在失去肢体后，吞食建筑材料（木料，金属锭，石块）积累修复度，当修复度积累到100后，就可以完全修复自身损失的部位。	Setelah kehilangan anggota tubuh, telan bahan bangunan (kayu, batangan logam, batu) untuk mengumpulkan perbaikan. Ketika perbaikan mencapai 100, semua bagian yang rusak akan pulih sepenuhnya.
水上建筑	Membangun di Atas Air
需拜山该门派，与之建立联系才可使用。	Anda perlu mengunjungi sekte ini terlebih dahulu sebelum berdagang.
{1}习得秘籍：《{0}》	{1}Panduan yang dipelajari:{0}
秋	Musim gugur
奇物	Harta Karun yang Tak Disengaja
请选择一个道具	Pilih sebuah item.
一座深山中的大宅因风水不好而频发怪事，请尝试改善大宅中的四个房间的风水，使之化凶为吉。\n可以点击房间中的空地来选中房间。	Karena Feng Shui yang buruk, kejadian aneh sering terjadi di sebuah rumah besar yang jauh di dalam pegunungan. Coba tingkatkan Feng Shui keempat ruangan tersebut.\nKlik pada ruang kosong di sebuah ruangan untuk memilihnya.
(等待建造材料)	(Menunggu Materi)
神秘人	Orang yang misterius
感悟天地	Jauh di dalam Pikiran
完成 {0} 章节后解锁	Buka kunci setelah Bab{0}menyelesaikan
防御坚韧: {0:F0}	Ketahanan Pertahanan: {0:F0}
以灵气绘制本命真符，能保证最低效果。	Gunakan Qi untuk menggambar Natal Talisman untuk memastikan efek minimum.
赐器	Memberikan
开始修复	Mulailah memperbaiki
炼制成功的法宝数量	Jumlah artefak yang Anda buat.
版本号请使用浮点数	Silakan gunakan angka floating-point untuk versi game.
{0} {1:N0}岁 {2}	{0}{1:N0} tahun{2}
垂钓中	Penangkapan ikan
门派正遭受攻击	Sekte sedang diserang
渡劫	Kelangsungan Hidup Kesengsaraan
角色属性数据	Data Statistik Karakter
删除所选择的角色。	Hapus karakter yang dipilih.
好感度达到{0}	Bantuan telah tercapai{0}.
\n这里面似乎困着一只{0}	\nTampaknya ada a{0}terjebak di dalamnya.
水	Air
该单位不能作为目标	Unit ini tidak dapat ditargetkan.
容量不足	Penyimpanan tidak mencukupi
初始化{0}..({1}/{2})	Inisialisasi{0}…({1}/{2})
加满一个内门弟子的灵气	Maksimalkan Qi murid batin.
Lua代码不能为空	Skrip Lua tidak boleh kosong.
神修在心境为“圣”时，心境只有在神性大于50的情况下才会增加，神性越高，增加速度越快。反之则会减少。	Ketika kondisi mental 'suci', ia hanya akan meningkat jika keilahiannya lebih tinggi dari 50, karena keilahian yang lebih tinggi berarti peningkatan yang lebih cepat. Jika tidak maka akan berkurang.
重置快捷键	Setel Ulang Tombol Pintas
无心搬运这些东西，正一脸不开心	Tidak mau mengangkut barang; terasa tidak bahagia
[color=#FF0000](无库存)[/color]\n[color=#604343]来源：{0}[/color]	[color=#FF0000](Tidak ada dalam inventaris)[/color]\n[color=#604343]Sumber:{0}[/color]
此物品相对稀有，价值贵重。	Barang ini relatif langka dan mahal.
推演万物生长	Mengurangi kehidupan segala sesuatu
由于{0},{1}的政策被取消了，请重新选择政策	Karena{0}, itu{1}kebijakan telah dibatalkan. Silakan pilih kebijakan baru.
轮回者不能改变经历。	Latar belakang Reinkarnator tidak dapat diubah.
仓库筛选	Menyaring
已经领取过任务奖励,无法重复领取!	Hadiah tugas telah diklaim dan tidak dapat diklaim lagi!
无法选择该信徒	Tidak dapat memilih pengikut ini
收获时心不在焉，正想找个机会偷懒	Memanen dengan linglung; mencari peluang untuk bermalas-malasan
攻击该建筑。	Serang gedung.
衣服	Mantel
新故事	Cerita Baru
正在乐呵呵的切石中	Dengan senang hati memotong batu
货币\n灵石是各大门派和行商之间流通的唯一货币。	Mata uang\nBatu Roh adalah satu-satunya mata uang yang digunakan oleh semua sekte dan pedagang.
删除区域	Menghapus
\n[color=#FF0000]---风水外泄[/color]	\n[color=#FF0000]--- Kebocoran Feng Shui[/color]
正掩着口鼻屠宰牲畜	Menyembelih hewan ternak sambil menutup hidung
睡觉	Sedang tidur
解锁新的角色：\n[align=center][color=#306BC7]{0}[/color][/align]	Karakter baru terbuka:\n[align=center][color=#306BC7]{0}[/color][/align]
魔宫	Neraka
{0}[color=#ff0000]({3})[/color]\n剩余:{1}   [color=#ff0000]需要:{2}[/color]\n来源:{4}	{0}[color=#ff0000]({3})[/color]\nTersisa:{1}   [color=#ff0000]Diperlukan:{2}[/color]\nSumber:{4}
已习得\n{0}种	{0}dipelajari.
刚完成搬运工作，准备洗洗手收工	Menyelesaikan pekerjaan pengangkutan; akan mencuci tangan dan berhenti bekerja
保存并退出	Simpan dan Keluar
这将会打断当前工作，确认立即进行渡劫吗？	Melakukan hal ini akan menghentikan pekerjaan saat ini. Apakah Anda ingin selamat dari Kesengsaraan?
开	Pada
鼎炉潜力开发至极限，需结丹以突破鼎炉之限。	Potensi Kuali Dalam yang sangat berkembang; efisiensi konversi Stamina yang sangat lambat.
天苍历{0}年，在修行界{1}的{2}覆灭。	{1}'S{2}dihancurkan di Era Tiancang, tahun{0}.
[克己]克制自己之欲望，使神性的获得速度加快。同时获得临时的神性加值(最多为真实神性的一半)。\n克己状态下心境不会减少且加速增加。	[Restrained]Menahan keinginan Anda sendiri dan mempercepat peningkatan keilahian. Pada saat yang sama, memperoleh keilahian tambahan sementara (tidak lebih dari setengah keilahian dasar).\nSaat terkendali, kondisi mental Anda akan meningkat lebih cepat, bukannya menurun.
影响岐黄，巧匠技巧，在进入内门时转化为炼丹，炼器的比例。	Mempengaruhi keterampilan penyembuhan dan kerajinan. Ini akan diubah menjadi Pembuatan Alkimia dan Artefak ketika karakter menjadi murid batin.
收获	Memanen
非中文	Non-Cina
{2}{3}\n {0}\n剩余:{1}	{2}{3}\n{0}\nTersisa:{1}
仔细观察了一番，但思绪碎片过多，无法获得。	Meskipun telah diamati dengan cermat, ada terlalu banyak pecahan Pikiran. Tidak dapat memperoleh.
设置种植植物	Tetapkan tanaman apa yang akan ditanam.
消耗25点香火值，获得祖师的赏赐。	Harganya 25 Dupa. Dapatkan hadiah dari master..
缺少理智\n	Kurangnya Rasionalitas\n
臣服	Menyerah
defName=>{0} 地图中随机受伤的npc名字=>{1} {2}	namadef=>{0}nama NPC yang terluka secara acak di peta=>{1} {2}
正懒懒散散的练习护体中	Melatih perlindungan tanpa antusiasme
围观	Jam tangan
请选择感知	Pilih Persepsi
正在乐呵呵的收获中	Selamat memanen
真炁恢复: {0:F2}/秒	Pemulihan Qi Sejati: {0:F2}/dtk
全部展开	Buka semuanya
开始打包	Mulai Berkemas
获得配方：{0}	Rumus yang Diperoleh:{0}
轮回者 {0} 数据写入中...	Reinkarnator{0}data sedang ditulis…
魔(封闭)	Setan (Disegel)
美景	Pemandangan
分神：\n已获得：{0}\n可寄托：{1}\n已寄托：{2}({4})\n未获得：{3}	Sub-roh:\nDiperoleh:{0}\nTersedia untuk dilampirkan:{1}\nTerlampir:{2}({4})\nTidak Diperoleh:{3}
\n[color=#0000FF]所属工作:{0}[/color]	\n[color=#0000FF]Bekerja:{0}[/color]
轮回者：{0} \n灵智不够，无法保存	Reinkarnator:{0} \nKecerdasan Tidak Memadai, tidak dapat menyelamatkan.
取消材料更换	Batalkan penggantian material
影响制药速度，治疗外门伤的疗效等	Mempengaruhi kecepatan pembuatan obat dan efektivitasnya dalam mengobati luka fisik.
极热	Panas sekali
\n\n<font color=#D06508>[政策每日消耗]</font>	\n\n<color font=#D06508>[Policy Cost Each Day]</font>
危机四伏	Berbahaya
选择代理人	Pilih agen
获取角色失败	Menerima Gagal
<font color=#FF0000>(不合)</font>	<font color=#FF0000>(tidak kompatibel)</font>
修行运转之法	Praktek Hukum Pusaran
参悟值：{0:F0}\n{1}	Inspirasi: {0:F0}\n{1}
是否切换绘制模式，此操作会导致刷新符咒绘制面板且不会退还灵力。	Apakah Anda ingin mengganti mode menggambar? Tindakan ini akan menyegarkan panel gambar jimat dan tidak akan mengembalikan Qi.
尚有角色处于警戒区域，请先远离门派区域	Karakter di area peringatan. Harap menjauh dari sekte tersebut.
凝神望天	Menonton Langit
注意：修改已存在背景故事的分类可能会导致引用轮回者相应背景丢失。	Catatan: Mengubah kategori latar belakang yang ada dapat menyebabkan hilangnya latar belakang reinkarnator yang relevan.
[color=#FFA900]\n[阵眼玄机][/color]	[color=#FFA900]\n[Auxiliary Link][/color]
多次点击可批量建造！	Tekan beberapa kali untuk membuat secara berkelompok.
账号	Akun
无品质	Tidak Ada Kualitas
请先选择城市	Pilih kota terlebih dahulu
软弱	Lemah
[color=#66FF00]已参悟[/color]	[color=#66FF00]Belajar[/color]
退出	KELUAR
远离炼宝台	dan Jauh dari Meja Kerajinan
选择主材料	Pilih bahan utama
耐久：{0:F0}/{1:F0}\n	Daya Tahan: {0:F0}/{1:F0}\n
刚做完饭，准备休息一下	Baru saja selesai memasak; akan beristirahat
练习秘法时，正乐在其中	Mempraktikkan Hukum rahasia; menikmatinya
无法学习	Tidak bisa belajar.
摧毁一个建筑。	Hancurkan sebuah bangunan.
你们悉数被击败，已无人有一战之力，一股巨大的力量将你们推出了此地。	Anda telah dikalahkan satu per satu dan tidak ada dari Anda yang mampu melawan. Sebuah kekuatan yang kuat telah mendorongmu keluar dari tempat ini.
选择模组文件夹	Pilih Folder Peta
\n角色属性底蕴不足	\nStatistik karakter tidak mencukupi.
无心筑基，正想偷懒	Kendur; tidak ingin melatih yayasan
\n隐约透露几分秘宝之息	\nterasa seperti Artefak Warisan.
需要选择一个条件！	Harus memilih suatu kondisi!
{1}已习得秘籍：《{0}》，无法再次领悟。	{1}sudah tahu:{0}, tidak dapat dipahami lagi.
{0}对你好感度{2}{1:F0}点	{0}bantuanmu padamu{2}{1:F0} poin
角色死亡，无法展开神国	Karakternya sudah mati. Tidak dapat membangun Alam Ilahi.
CloudSave->开始上传:meta信息为:Filename:{0} Description:{1} TotalTimePlayed:{2} LastModifiedTimestamp:{3} SaveID:{4}	CloudSave->Mulai Mengunggah: info meta adalah: Nama file:{0}Keterangan:{1}Total Waktu Dimainkan:{2}Stempel Waktu Terakhir yang Dimodifikasi:{3}SimpanID:{4}
大地与土壤	Menghasilkan bumi dan tanah
正在乐呵呵的移除工作中	Dengan senang hati menghapus sesuatu
精元不足：{0}/{1:N0}	Stamina Tidak Memadai:{0}/{1:N0}
砍伐这棵树木	Tebang pohon ini.
{0} 选项{1}显示条件报错！\n	{0}pilihan{1}kesalahan kondisi tampilan!\n
飞行速度 : {0:N1}米/秒	Kecepatan Terbang: {0:N1}m/detik
{0}成功从{1}口中得到一个线索：\n{2}	{0}berhasil mendapat bukti dari{1}: \n{2}.
正处于{0}!	Di dalam{0}!
心境加成	Keadaan Mental
我的蓝图	Cetak Biru Saya
(热爱)	(Penuh semangat)
提供帮助	Membantu
云存档无法更名，请先取消云存档状态。	Cloud save tidak dapat diganti namanya, harap batalkan status cloud save terlebih dahulu.
CloudSave->删除旧存档完成:{0}	CloudSave->Simpan Lama dihapus:{0}
(缺乏建造材料)	(Membutuhkan Bahan)
读档	Memuat
影响生产事件中小麦的产量。	Mempengaruhi hasil gandum dalam acara produksi.
取消循环	Batalkan Lingkaran
请先建造丹炉!	Silakan buat tungku alkimia terlebih dahulu.
影响角色结阵的能力。	Mempengaruhi kemampuan karakter dalam membentuk formasi.
[新手推荐]\n	[Recommended for beginners]\n
小于	Kurang dari
应天争夺成功，返回门派后可获得凝聚的灵石	Memenangkan pertarungan Heaven Echo, akan mendapatkan batu roh yang mengkristal setelah kembali ke sekte.
\n水量: {0}	\nAir:{0}
商品ID:{0}	ID barang:{0}
开启公告失败,请稍后再试!	Gagal membuka pengumuman, coba lagi nanti!
{0:F0}点{1}	{0:F1} poin{1}
主人：{0}\n	Pemilik:{0}\n
插入角色名字	Pilih nama karakter.
{0}\n[color=#FF0000]需要：{1}[/color]	{0}\n[color=#FF0000]Persyaratan:{1}[/color]
以下存档文件与云端文件冲突,请前往存档页面手动解决:\n{0}	File penyimpanan berikut bertentangan dengan file cloud. Silakan buka Halaman Simpan untuk menyelesaikannya secara manual:\n{0}
{0}正在外历练，等他回来再说吧。	{0}sedang berpetualang. Tunggu sampai mereka kembali.
可选择的人数已达上限	Tidak dapat memilih karakter lainnya
抱歉，因为某种异常的原因系统忘记了您老门派的名字，需要您重新告诉我们。谢谢。	Maaf, karena kesalahan sistem, nama sekte lama Anda telah dilupakan. Mohon ingatkan kami apa itu.
