ID	Race	Grades	Sex	Name	Desc	Hide	BeginYear	Perception	Physique	Charisma	Intelligence	Luck	Fight	Qi	SocialContact	Medicine	Cooking	Building	Farming	Mining	Art	Manual	DouFa	DanQi	Fabao	FightSkill	Barrier	F1	F2	F3	F4	F5	F6
606	Human	1	0	Mimpi abadi	[NAME]Saya pernah diberi mimpi oleh makhluk abadi，Yang abadi diajarkan dalam mimpi[IT]Banyak ilmu rohani，Dan masuk[ITS]Koordinat misterius tertinggal di pikiranku。		-1							4																			
607	Human	1	0	Kehidupan masa lalu belum berakhir	[NAME]Tidak tahu apa yang sedang terjadi，Selalu ada beberapa bagian memori yang tidak dapat dijelaskan muncul di pikiran saya。Gangguan serius ini[IT]mempelajari kehidupan kerja。		0						-2	-2	-2	-2	-2	-2	-2	-2	-2	-2											
608	Human	1	0	petualangan	[NAME]Saya pernah secara tidak sengaja mengambil Polygonum multiflorum yang berumur seribu tahun.，Ini membuat[IT]Mengalami hair removal dan pembersihan sumsum，Dan memperoleh tubuh yang kuat dan bakat spiritual yang luar biasa。		0		4					8																			
609	Human	1	0	wabah serigala	[NAME]Seorang yang selamat dari wabah serigala di Utara.，[IT]Mengandalkan keahliannya yang luar biasa，Teman dan keluarga yang ditinggalkan，Akhirnya lolos dari ribuan serigala kelaparan，Ini harus dikatakan sebagai semacam keberuntungan。Tapi ini juga berhasil[ITS]Sisa hidupku penuh dengan penyesalan，penyiksaan siang dan malam[ITS]jiwa。		0			-2		3	5		-4													HeartKnot					
610	Human	1	1	Sarjana Negara Bagian Lu	[NAME]adalah seorang sarjana dari negara bagian Lu，[ITS]Sangat berpengetahuan tetapi tidak tahu apa-apa tentang urusan dunia，Saat melewati kota kecil di selatan，Dokumen dan dokumen ditipu oleh toko hitam，Dibawa pergi untuk melakukan kerja paksa。Setelah beberapa tahun penindasan,[ITS]kerugian besar bagi tubuh，Untuk terus belajar，[IT]Mencoba segala cara untuk melarikan diri。		0		-2		2		-5		-3	2					3	2						HealthOverdraft1	Reader				
100000	Human	2	0	Yin Shen merebut tubuh itu	[NAME]Gunakan Yinshen untuk merebut tubuh orang lain，[IT]Itu juga merusak jiwa。	1	-1	-2			-2																						
100001	Human	2	0	Yang Shen merebut tubuh itu	[NAME]Gunakan Dewa Yang untuk merebut tubuh orang lain。	1	-1																										
100002	Human	2	0	reinkarnasi	[NAME]Jiwa berasal dari dunia asing yang jauh，Datang ke dunia ini karena panggilan takdir。Meski kematian dan reinkarnasi bisa dihilangkan[ITS]ingatan，Tapi setiap kali aku terlahir kembali，Takdir akan membimbing[IT]ikuti jalan yang sama。\n[NAME]Sambil terikat oleh takdir，Saya juga menikmati anugerah takdir，Meskipun semua ini[IT]tidak bisa menyadarinya。		-1	1																				Realization					
100003	Human	2	0	reinkarnasi	[NAME]Jiwa berasal dari dunia asing yang jauh，Datang ke dunia ini karena panggilan takdir。Meski kematian dan reinkarnasi bisa dihilangkan[ITS]ingatan，Tapi setiap kali aku terlahir kembali，Takdir akan membimbing[IT]ikuti jalan yang sama。\n[NAME]Sambil terikat oleh takdir，Saya juga menikmati anugerah takdir，Meskipun semua ini[IT]tidak bisa menyadarinya。		-1		1																			Realization					
100004	Human	2	0	reinkarnasi	[NAME]Jiwa berasal dari dunia asing yang jauh，Datang ke dunia ini karena panggilan takdir。Meski kematian dan reinkarnasi bisa dihilangkan[ITS]ingatan，Tapi setiap kali aku terlahir kembali，Takdir akan membimbing[IT]ikuti jalan yang sama。\n[NAME]Sambil terikat oleh takdir，Saya juga menikmati anugerah takdir，Meskipun semua ini[IT]tidak bisa menyadarinya。		-1			1																		Realization					
100005	Human	2	0	reinkarnasi	[NAME]Jiwa berasal dari dunia asing yang jauh，Datang ke dunia ini karena panggilan takdir。Meski kematian dan reinkarnasi bisa dihilangkan[ITS]ingatan，Tapi setiap kali aku terlahir kembali，Takdir akan membimbing[IT]ikuti jalan yang sama。\n[NAME]Sambil terikat oleh takdir，Saya juga menikmati anugerah takdir，Meskipun semua ini[IT]tidak bisa menyadarinya。		-1				1																	Realization					
100006	Human	2	0	reinkarnasi	[NAME]Jiwa berasal dari dunia asing yang jauh，Datang ke dunia ini karena panggilan takdir。Meski kematian dan reinkarnasi bisa dihilangkan[ITS]ingatan，Tapi setiap kali aku terlahir kembali，Takdir akan membimbing[IT]ikuti jalan yang sama。\n[NAME]Sambil terikat oleh takdir，Saya juga menikmati anugerah takdir，Meskipun semua ini[IT]tidak bisa menyadarinya。		-1					1																Realization					
100007	Human	2	0	Janji keabadian	[NAME]Ini adalah reinkarnasi dari seorang praktisi，Di kehidupan sebelumnya, dia meninggal karena bencana perubahan surga.，Meski mengalami kesengsaraan reinkarnasi，Namun kesepakatan yang dibuat di jalan abadi di masa lalu masih terpatri di jiwanya.。\nDi bawah bimbingan perjanjian Yuanshen，[NAME]Ditakdirkan untuk memiliki dongeng lagi dalam hidup ini。Cerita seperti apa yang akan menunggunya?？tidak ada yang tahu sekarang……	1	-1	2	2	2	2	2		10		10					10	10		10									
100008	Human	2	0	Janji keabadian	[NAME]Ini adalah reinkarnasi dari seorang praktisi，Di kehidupan sebelumnya, dia meninggal karena bencana perubahan surga.，Meski mengalami kesengsaraan reinkarnasi，Namun kesepakatan yang dibuat di jalan abadi di masa lalu masih terpatri di jiwanya.。\nDi bawah bimbingan perjanjian Yuanshen，[NAME]Ditakdirkan untuk mengalami nasib peri lagi di kehidupan ini。Cerita seperti apa yang akan menunggunya?？tidak ada yang tahu sekarang……	1	-1	2	2	2	2	2		10			10	10			10			10									
100009	Human	2	0	Janji keabadian	[NAME]Ini adalah reinkarnasi dari seorang praktisi，Di kehidupan sebelumnya, dia meninggal karena bencana perubahan surga.，Meski mengalami kesengsaraan reinkarnasi，Namun kesepakatan yang dibuat di jalan abadi di masa lalu masih terpatri di jiwanya.。\nDi bawah bimbingan perjanjian Yuanshen，[NAME]Ditakdirkan untuk memiliki dongeng lagi dalam hidup ini。Cerita seperti apa yang akan menunggunya?？tidak ada yang tahu sekarang……	1	-1	2	2	2	2	2		10					10	10	10			10									
200001	Human	0	0	anak nakal	[NAME]Menjadi nakal sejak kecil，Enak dan malas masak。Meskipun nilainya di sekolah swasta tidak menonjol,，Namun ia tidak pernah belajar, namun ia selalu lulus ujian dengan kecerdasannya.，luar biasa。\nmeskipun demikian，[NAME]Namun dia memiliki rasa keadilan yang kuat，Ini berasal dari perawatan[IT]Nenek yang sudah dewasa mengajar dengan perkataan dan perbuatan，Dipengaruhi oleh telinga dan mata。	1	-1	-2		1	3																						
200002	Human	1	0	Kepala penangkap	Pengadilan kekaisaran membentuk tim patroli rahasia untuk menyelidiki kasus pembunuhan keji，Setiap grup terdiri dari beberapa pemain elit。[NAME]Terpilih sebagai kapten tim kedua karena keahliannya yang luar biasa。Sangat disukai dan dicintai oleh anggota tim（[IT]Itulah yang saya pikirkan）。	1	-1						5	5	5																		
200003	Human	0	0	Bayi berkepala besar	[NAME]Nama keluarga Jia Fu putus asa，Bermain dengan kata-kata，Peringkat ketiga，Oleh karena itu namanya。[IT]Tentu saja kepalanya besar，Tapi wajahnya penuh kerutan，menggambarkan usia tua。dan persendian mereka kaku，Jangan gantung kepalamu，Tidak bisa menekuk lutut，Semua orang mengira itu tidak diketahui，menghindari。\nNamun, telinga dan matanya tajam，Dapat berbicara selama seratus hari。Dia bisa menulis buku pada usia sembilan tahun，keberhasilan ekspor，Semua orang kagum。	1	-1	3	-1	-3	2																						
200004	Human	1	0	Jenius seni yang elegan	[NAME]Hal-hal menyenangkan untuk dilakukan sebagai orang dewasa，[IT]Mahir dalam catur，Jarang bertemu lawan，sepanjang malam selaras，tapi tidak ada suara，Jadi dia bepergian ke seluruh dunia。Ke mana pun Anda pergi，Orang-orang menggambarkannya sebagai hal yang aneh，Kupikir mayat berjalan itu telah digali，menghindari。[IT]Juga memanfaatkan situasi tersebut dan menelepon dirinya sendiri“Mainkan orang mati berjalan”。	1	-1		2		2		-8		-10						10												
200005	Human	0	0	anak baik	[NAME]Lahir di keluarga berkecukupan，keharmonisan keluarga。[IT]Kekuatan alami，Saya senang berjuang melawan ketidakadilan sejak saya masih kecil.，Bertekad untuk mendapatkan seratus tael perak untuk membeli rumah besar untuk ditinggali orang tua saya。Pernah dikatakan oleh pendeta Tao keliling bahwa dia terlambat berkembang.。	1	-1	3	-1	1																							
200006	Human	1	0	pemukim	[NAME]Ketika saya dewasa, saya menemukan bahwa seratus tael perak tidak cukup untuk membeli rumah.，Menyerahlah pada mimpi ini，Beralih ke reklamasi，Nikmati kejutan dengan sesekali menggali sesuatu yang tidak berharga namun jarang terjadi.，dan berbohong kepada orang tuanya tentang nilai barang yang dia gali.。Bersekutu dengan orang-orang yang memiliki hobi yang sama，Mari kita berjalan bersama di jalan reklamasi。	1	-1				3	-1	5,2	5,2	2	2	-2				5,2	5,1											
200007	Human	0	0	anak orang kaya	[NAME]Dia adalah putra tertua seorang bangsawan asing，Kondisi keluarga yang menguntungkan membuat[IT]Mengembangkan karakter yang sombong dan sulit diatur，Tetapi[IT]Masih menerima pendidikan yang baik，Dan menunjukkan bakat yang sangat tinggi dalam bidang seni dan arsitektur。	1	-1	1	1		1																						
200008	Human	1	0	asing	[NAME]selama percakapan santai，Saya belajar tentang gaya arsitektur Timur dari seorang teman yang berkeliling dunia.，Cinta arsitektur[IT]Sangat tertarik。Kemudian，dengan dukungan keluarga，[IT]Datanglah ke Dataran Tengah，Belajarlah sendiri“tanggam dan duri”Teknologi luar biasa ini。	1	-1		2			1	2		-5	-3	-2	5,2	-5	2	4,1	2	2										
200009	Human	0	0	pemimpin anak	[NAME]Berbakat sejak kecil、Tulang yang indah，Tetapi[IT]Tidak mengandalkan kekerasan untuk menindas orang lain。Tegak dan tegak[IT]Dipercaya oleh orang lain，Dia adalah pemimpin di antara anak-anak di lingkungan itu.。	1	-1	1	1	1	1																						
200010	Human	1	0	Pengawal kecil	Dengan ilmu bela diri yang luar biasa，[NAME]Menjadi pendamping di cabang agen pendamping yang dibuka di dekat kampung halamannya.。Meski belum terkenal，Tetapi[IT]Selalu terus berlatih，Diam-diam memutuskan untuk menjadi kepala pengawal Badan Pengawal Umum。	1	-1						5,1	3	2	2	-2			2	0,1	2	2,1	2									
200011	Human	0	0	Gadis petani	Orang tua yang sudah lama berbisnis di luar negeri[NAME]tinggal di pedesaan，Dan[ITS]Tinggal bersama nenek。[IT]Selalu tertarik pada alam。	1	-1			2	1	1							8														
200012	Human	1	0	Ahli pertanian dan peternakan	[NAME]Saya belajar banyak pengetahuan tentang bertani dan beternak dari nenek saya.。\nKarena pengetahuannya yang mendalam tentang flora dan fauna，Terlepas dari tanamannya、ternak atau unggas，ada[NAME]Selalu terorganisir dengan baik di bawah perawatan，Panen berturut-turut tidaklah sulit。	1	-1	2			1		-3	-2	4,1	2	3	-2	8,1	2	2	-2	-1	-2									
200013	Human	0	0	orang buangan	[NAME]pada saat kelahiran，Banjir besar terjadi setelahnya。[IT]Dianggap oleh penduduk desa sebagai anak yang tidak beruntung，Karena itu[ITS]Ayah kandungnya meninggalkannya di pegunungan。	1	-1	1	3	-1	1	1																					
200014	Human	1	0	broker pasar gelap	[NAME]Bertahan dengan nafas terakhir，Tuhan tahu jika aku telah menyia-nyiakan seluruh keberuntungan hidupku.。sakitan[IT]Mencari nafkah di pasar gelap dengan sedikit kepintaran，Dia mulai memahami sesuatu：Dunia ini makmur，Semua demi keuntungan；Dunia sedang ramai，Semua demi keuntungan。	1	-1	1		-1	1	1	1	5	5	3	5	-5	-3	-5	-5	-5	3	-5									
200015	Human	0	0	Pengalaman hidup yang tidak diketahui	[NAME]Saya bahkan tidak ingat dari mana saya berasal，Sejak aku bisa mengingatnya，[IT]Kemudian dia berkeliling dengan gerbong khususnya sendiri。	1	-1	1	-1	2	1	-2																					
200016	Human	1	0	pengusaha alkoholik	[NAME]Suka mengoleksi hal-hal aneh，[IT]Dia menyembunyikan semua harta karun yang dikumpulkan ini di mobilnya，sambil mengembara，Jual sekali kepada seseorang yang ditakdirkan。[NAME]Suka minum，Bawalah rak kargo mini bersama Anda，Dilengkapi dengan alat untuk bertahan hidup seperti sempoa dan arak。	1	-1						-5	3	8	2	2					5											
200017	Human	0	0	putri satu-satunya	[NAME]Lahir dari keluarga kaya，Koreie Nakasenkin Dotjo，Sangat dicintai oleh orang tua，Dibudidayakan oleh keluarga。[IT]Oleh karena itu, saya dibebani dengan harapan yang besar dari orang tua saya sejak saya masih kecil.。	1	-1			2	2	1																					
200018	Human	1	0	idola super	[NAME]Mencari nafkah di Kota Guanhai setelah dewasa，Namun, hal ini sulit。sebuah kesempatan，Bergabung dengan kelas seni yang buruk。[NAME]Meskipun introvert，Selalu ada pesimisme，Tapi lembut dan tangguh，Jangan pernah menyerah pada kesulitan dengan mudah，Akhirnya, dengan bantuan teman-temannya, ia menjadi selebriti terkenal di Kota Guanhai.。	1	-1	3		3					4			-3	-3	-3	12												
200019	Human	0	0	Bayi terlantar di pinggiran kota	[NAME]Ketika dia masih kecil, dia ditinggalkan oleh keluarganya di rerumputan luar kota.，Dia kebetulan dijemput oleh sekelompok pencuri yang sedang merampok makam di dekatnya, dan mereka bergantian membesarkannya.。Paparan bertahun-tahun[IT]Menunjukkan bakat luar biasa dalam mencuri，Menurut ingatan pemimpin komplotan pencuri yang meminta untuk tidak disebutkan namanya,，Sejak burung layang-layang kecil belajar berlari di tanah，Segala sesuatunya hilang setiap hari di rumah tua tempat organisasi itu berada.……	1	-1	3			1	1																					
200020	Human	1	0	Mengadu pada balok	[NAME]Ketika saya besar nanti, keberadaan saya tidak pasti，Lihat awalnya tetapi bukan akhir。Tapi sepertinya dia sangat menyukai balok itu，Kadang-kadang Anda bisa melihatnya di langit-langit keluarga kaya di kota.[ITS]angka，Kadang juga dapat ditemukan pada balok atap rumah masyarakat miskin.[IT]Uang pribadi tertinggal。	1	-1						3	5																			
200021	Human	0	0	Kekanak-kanakan dengan mimpi	[NAME]Kerinduan akan keadilan sejak kecil，ada[IT]Saat aku masih berakal sehat，Saya cukup beruntung bisa berkenalan dengan seorang detektif senior yang terkenal.。Para senior berlapis[IT]infeksi keberanian，Setuju untuk mengambil[IT]mengajar di sisimu。Pemuda itu pun berhasil memulai perjalanan impiannya。	1	-1				2																						
200022	Human	1	0	agen bebas	[NAME]Ketika saya dewasa，Dia mengikuti pendahulunya dan menjadi polisi，Namun, setelah menghadapi banyak kenyataan yang tidak berdaya,，Dia sangat merasakan bahwa mimpinya telah menjadi hantu，Dia juga memutuskan hubungan dengan pendahulunya。Melarikan diri dari enam pintu，dia menjadi a“bebas”penangkap，Lindungi Kota Guanhai dengan tanganmu sendiri。	1	-1	3			1		4	2		3						2											
200023	Human	0	0	Reinkarnasi	[NAME]Itu adalah awan energi kacau dari langit yang turun ke dunia manusia dan bereinkarnasi.，Sayangnya, sudutnya salah saat mendarat.，Fondasi yang rusak，Ia pun lupa akan misi suci yang diembannya。	1	-1	-1	-1	-1	-1	-1																					
200024	Human	1	0	Bercerita di Kedai Teh	[NAME]Ketika dia besar nanti, dia menjadi pendongeng.，[IT]Sebuah cerita yang panjang《Budidaya Keabadian》mendapatkan cinta dari penonton。Namun, orang ini sering menunda pembaruan，Kapan pun penonton mengeluh，[IT]untuk“Segera, segera”berbohong，Sangat mengesankan。	1	-1								10																		
200025	Human	0	0	penyihir matematika	[NAME]Pintar sejak kecil，Kuasai seni aritmatika。diduga[IT]Saya telah informal dalam hidup saya sejak kecil.，adalah seorang pecandu。Saya terutama suka berkompetisi dengan soal-soal sulit，Banggalah dalam menaklukkan masalah。Dia juga memenangkan hadiah pertama dalam bidang aritmatika，Terkenal di kampung halamannya。	1	-1	2	-1	-2	3																						
200026	Human	1	0	Pai Sheng	[NAME]Sebagai anak takdir，Lambat laun menjadi pemain poker terkemuka di ibu kota.。[IT]Saat bermain melawan orang lain，Selalu rencanakan ke depan dan koordinasikan situasi secara keseluruhan，Atau dalam situasi putus asa，menciptakan keajaiban。	1	-1		-2			1																					
200027	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]Zifeiyu[/color]Bantuan diberikan selama pengujian game。Dia pernah menemukan beberapa orang serius dengan matanya yang tajam.BUG，Kontribusi luar biasa terhadap peningkatan permainan。	1	-1	1	1	1	1	1																LunHui_9					
200028	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]Tuan Zhou[/color]Bantuan diberikan selama pengujian game。Dia begadang selama berhari-hari untuk menguji permainan tersebut，dan memberikan saran-saran penting mengenai nilai-nilai permainan，Berikan kontribusi luar biasa untuk peningkatan game。	1	-1	1	1	1	1	1																LunHui_9					
200029	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]Sebenarnya itu bukan aku[/color]Bantuan diberikan selama pengujian game。Dia pernah mengubah nasibnya melawan kehendak surga，Kembangkan Yuan Ruoxue, seorang murid dengan kualifikasi yang sangat buruk, menjadi orang yang berbakat，Obat mujarab kelas satu，Dan pada tes berikutnya, dia menyelesaikan prestasi menguasai semua teknik.，Berikan kontribusi luar biasa untuk peningkatan game。	1	-1	1	1	1	1	1																LunHui_9					
200030	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]Tak tahu malu[/color]Bantuan diberikan selama pengujian game。Dia memberi kami sulih suara yang berharga，Dan memberikan banyak pendapat berharga untuk pembangunan pertanian selama pengujian，Memberikan kontribusi luar biasa terhadap peningkatan permainan。	1	-1	1	1	1	1	1																LunHui_9					
